angle_degrees,velocity_ms,decay_coeff_real_a0,decay_coeff_imag_a2,decay_coeff_real_a1,decay_coeff_real_a2
13.636363636363637,3142.515177241004,0.15914033333948582,0.4635411315993605,1.06711094712677,1.06711094712677
15.454545454545462,3142.04366894735,0.1578324050310204,0.4338576590755604,1.0932107977131358,1.0932107977131358
17.272727272727273,3141.769081290067,0.15655076839824839,0.4008499609530892,1.118006903040628,1.118006903040628
19.090909090909097,3141.68058492971,0.15530077491396882,0.364401122868642,1.141135738308612,1.141135738308612
20.90909090909091,3141.7689424350074,0.15408641888778363,0.32434057917611825,1.1622370258382573,1.1622370258382573
22.727272727272734,3142.026582870322,0.15291043497214127,0.2803378352136415,1.180966903242297,1.180966903242297
24.545454545454543,3142.447625939395,0.15177439232836887,0.2316350171176488,1.1970116184433357,1.1970116184433357
26.363636363636367,3143.0278524809733,0.15067878865367607,0.17621181438270178,1.2101007841776261,1.2101007841776261
28.18181818181818,3143.7646239709634,0.14962314461412488,0.10660159239370888,1.2200191620119427,1.2200191620119427
30.000000000000018,3144.656756749024,0.14860609798957478,0.0,1.1564502870417301,1.2967817292582442
31.818181818181827,3145.7043471554857,0.1476255014736638,0.0,1.0976703364417164,1.361952072610886
33.63636363636364,3146.9085692114227,0.14667851635535015,0.0,1.0681964071151249,1.3909989674769865
35.45454545454545,3148.271441833941,0.14576170598101718,0.0,1.0509782236604985,1.401101869139155
37.27272727272729,3149.7955891472584,0.14487112050971468,0.0,1.0421947650439911,1.3963442934776207
39.0909090909091,3151.483996243174,0.14400237430589896,0.0,1.0409072274606481,1.3780447832745668
40.909090909090914,3153.339776105599,0.1431507108480022,0.0,1.0479887110350594,1.345806642233502
42.72727272727272,3155.365955693274,0.1423110532833789,0.0,1.0675385353658664,1.2960803422486644
44.54545454545456,3157.565285263292,0.1414780401815792,0.0,1.125225819078566,1.2037957897943519
46.363636363636374,3159.9400790390814,0.14064604358865512,0.10896851836183194,1.1453142038392508,1.1453142038392508
48.18181818181818,3162.4920827275196,0.1398091719955544,0.1634174265009161,1.1245343209141976,1.1245343209141976
49.99999999999999,3165.2223713334724,0.13896125651794647,0.20612635499718035,1.1024789216910167,1.1024789216910167
51.818181818181834,3168.131271087501,0.13809582280871527,0.2424939516735393,1.079441434067249,1.079441434067249
53.63636363636364,3171.218303201655,0.13720604897468483,0.2743798374299014,1.0556953553511519,1.0556953553511519
55.45454545454545,3174.4821424802813,0.13628471186259178,0.30269101684505606,1.0314904196589278,1.0314904196589278
57.27272727272729,3177.920586890756,0.1353241223995349,0.327971297817644,1.0070503530499912,1.0070503530499912
59.0909090909091,3181.5305343138175,0.1343160504661502,0.3505986980930387,0.9825719818922488,0.9825719818922488
60.909090909090914,3185.3079552577965,0.13325164394478056,0.37086565218747874,0.9582254346480952,0.9582254346480952
62.72727272727273,3189.2478669400775,0.13212133771969603,0.38901550917585975,0.9341551749815289,0.9341551749815289
64.54545454545456,3193.344295367325,0.13091475891029355,0.4052603589614282,0.9104816278142268,0.9104816278142268
66.36363636363637,3197.5902271202594,0.12962062683580164,0.41979016028189997,0.8873031885349103,0.8873031885349103
68.18181818181819,3201.97754554974,0.12822665066370134,0.432777594008026,0.8646984435182324,0.8646984435182324
70.0,3206.4969487949716,0.1267194270842382,0.44438075552788575,0.842728466649635,0.842728466649635
71.81818181818183,3211.1378497728588,0.12508433966047547,0.45474474720808167,0.8214390905104259,0.8214390905104259
73.63636363636364,3215.8882501052026,0.12330546857938292,0.46400271836142987,0.8008630826126317,0.8008630826126317
75.45454545454545,3220.734594499068,0.12136551222313945,0.4722766371984883,0.7810221794359073,0.7810221794359073
77.27272727272727,3225.6616002400333,0.11924573274301677,0.4796779401729224,0.7619289533704602,0.7619289533704602
79.09090909090911,3230.652063158577,0.11692593786151938,0.4863081295398475,0.7435885018141325,0.7435885018141325
80.90909090909092,3235.686647884195,0.11438451143077234,0.49225935005126675,0.7259999578164151,0.7259999578164151
82.72727272727273,3240.7436621126403,0.1115985191413273,0.4976149549170556,0.7091578312363492,0.7091578312363492
84.54545454545456,3245.7988305719564,0.10854391298614251,0.5024500611403859,0.6930531916640417,0.6930531916640417
86.36363636363637,3250.825082175074,0.1051958721204016,0.5068320902560028,0.6776747080067254,0.6776747080067254
88.18181818181819,3255.792376423536,0.10152932247164816,0.5108212898004889,0.6630095588157834,0.6630095588157834
90.0,3260.6676003752204,0.09751969197181243,0.5144712319449412,0.6490442267136861,0.6490442267136861
