angle_degrees,velocity_ms,decay_coeff_real_a0,decay_coeff_imag_a2,decay_coeff_real_a1,decay_coeff_real_a2
-89.25000000000001,3262.6434367113397,0.09576029260627095,0.5158892984418725,0.6434842206421059,0.6434842206421059
-85.25,3272.6990584881396,0.08526792620288465,0.5227328330254474,0.615765843349912,0.615765843349912
-81.25,3281.6162564248875,0.07281819895282322,0.5286293702523364,0.5912194780676783,0.5912194780676783
-77.24999999999999,3288.9439415842376,0.058480841351382616,0.5338580603449561,0.5697561612444397,0.5697561612444397
-73.25,3294.3158517122724,0.0427318860876165,0.5386111550798897,0.5513258499854906,0.5513258499854906
-69.25,3297.604707638421,0.026686014503504257,0.5430179575165349,0.535903219534761,0.535903219534761
-65.25,3299.0796595487363,0.012303620287171186,0.5471713861641115,0.5234625276487622,0.5234625276487622
-61.25000000000001,3299.428252141243,0.00242900245804116,0.5511562141916881,0.5139672320138474,0.5139672320138474
-57.24999999999999,3299.441117842774,0.000415286006262925,0.5550779747453642,0.5074179267580987,0.5074179267580987
-53.25,3299.2728323801202,0.008995441477747616,0.5590903398308553,0.5039819816155248,0.5039819816155248
-49.25,3297.7670659123964,0.028400080305955526,0.5634054309431228,0.5041046224560412,0.5041046224560412
-45.25,3292.990888967418,0.05520129363222001,0.5682525747202288,0.5083590714809157,0.5083590714809157
-41.25,3283.89400950782,0.08393521332063657,0.5737889914273329,0.5170728950640081,0.5170728950640081
-37.25,3271.017293449118,0.11011900387001934,0.5800375542881075,0.5302034505827451,0.5302034505827451
-33.25,3255.747733947811,0.13153233994624972,0.5868822711017203,0.5475523273651753,0.5475523273651753
-29.25,3239.487345694256,0.14771546438005867,0.5940780144338038,0.5689824793759178,0.5689824793759178
-25.25,3223.3281409920887,0.1591197801152751,0.6012460155936463,0.5944981558455832,0.5944981558455832
-21.249999999999996,3208.030695811148,0.16653445012649587,0.6078549114838872,0.6242383553422343,0.6242383553422343
-17.250000000000004,3194.087691438266,0.17079358723939492,0.613191864729926,0.6584358099138461,0.6584358099138461
-13.25,3181.788992677427,0.17265133269264724,0.616327144358617,0.6973581231848544,0.6973581231848544
-9.25,3171.2715644145096,0.17274201360690145,0.616077228011491,0.7412292991678711,0.7412292991678711
-5.25,3162.5568261367257,0.17157895726571046,0.610976095406504,0.7901244111469706,0.7901244111469706
-1.25,3155.580689927306,0.16956819409791168,0.5992708976258924,0.8438318050412573,0.8438318050412573
2.75,3150.219922599742,0.1670257302193338,0.578964734041465,0.901685562379073,0.901685562379073
6.75,3146.316339760897,0.16419362843548196,0.5479310042183264,0.9623877304386215,0.9623877304386215
10.75,3143.698817350112,0.16125337382763635,0.5041100568512642,1.0238650668822407,1.0238650668822407
14.749999999999998,3142.2023654366512,0.1583364475770601,0.44574860884328704,1.0832320379059748,1.0832320379059748
18.75,3141.6834507193353,0.1555325367393522,0.37150395010698384,1.1369428038642366,1.1369428038642366
22.75,3142.0308479963924,0.15289598577109176,0.279760391041554,1.1811846480527384,1.1811846480527384
26.75,3143.17137870151,0.15045115430644462,0.16311028914433784,1.212479869615495,1.212479869615495
30.750000000000004,3145.0700057940653,0.14819733247931635,0.0,1.1255652898863657,1.3311312513270377
34.75,3147.724344473069,0.14611363065130098,0.0,1.0565313442518223,1.3990856720743123
38.75,3151.154764709404,0.14416381494541558,0.0,1.040564579973586,1.382499760561228
42.75,3155.392373294971,0.14230061107455858,0.0,1.0679062182175578,1.2953061938656716
46.75000000000001,3160.4675052351085,0.14046882056442386,0.12216227530522127,1.141020387254443,1.141020387254443
50.75,3166.4006583661208,0.138606768649746,0.22175613522151,1.0930788549165893,1.0930788549165893
54.75,3173.196543438853,0.13664595501880883,0.2921050208369057,1.0409094236737129,1.0409094236737129
58.75,3180.840778098222,0.13450907895806838,0.3465438595168315,0.9871564060416305,0.9871564060416305
62.75,3189.2981197789104,0.1321067487599002,0.3892299113260686,0.9338565803228431,0.9338565803228431
66.75000000000001,3198.510998145334,0.12933319687252556,0.42267348899201695,0.8824493635386201,0.8824493635386201
70.75,3208.397249447066,0.12606132481603807,0.44879819684142686,0.8338619870201247,0.8338619870201247
74.75,3218.8461847323088,0.1221375245662558,0.4691799389040006,0.7886223087921171,0.7886223087921171
78.75,3229.7123766871196,0.11737711086631286,0.48511934218481473,0.7469699654155452,0.7469699654155452
82.74999999999999,3240.806916501059,0.1115620455133132,0.4976784580146175,0.7089519930911261,0.7089519930911261
86.75,3251.8866382910946,0.10444422512237549,0.5077107546439217,0.6744991292978608,0.6744991292978608
90.74999999999999,3262.6434367419592,0.09576029256667763,0.5158892984419445,0.643484220636089,0.643484220636089
